19/02/2021;450;A;PYG;0,00081120;0,00081430;6621,77000000;6646,75000000
19/02/2021;460;A;UAH;0,19340000;0,19360000;27,84920000;27,88020000
19/02/2021;470;A;JPY;0,05104000;0,05106000;105,61000000;105,64000000
19/02/2021;482;A;GEL;1,62010000;1,63750000;3,29300000;3,32800000
19/02/2021;490;A;ALL;0,05274000;0,05307000;101,61000000;102,23000000
19/02/2021;495;A;HNL;0,22330000;0,22420000;24,04800000;24,14800000
19/02/2021;500;A;SLL;0,00052350;0,00053330;10112,00000000;10300,00000000
19/02/2021;503;A;MDL;0,30720000;0,30900000;17,45000000;17,55000000
19/02/2021;506;A;RON;1,33990000;1,34160000;4,01930000;4,02390000
19/02/2021;510;A;BGN;3,34170000;3,34330000;1,61290000;1,61350000
19/02/2021;530;B;GIP;7,53230000;7,53860000;1,39700000;1,39800000
19/02/2021;535;A;EGP;0,34360000;0,34590000;15,59000000;15,69000000
19/02/2021;540;B;GBP;7,55550000;7,55800000;1,40130000;1,40160000
19/02/2021;545;B;FKP;7,53230000;7,53860000;1,39700000;1,39800000
19/02/2021;560;A;LBP;0,00355000;0,00358100;1505,70000000;1518,70000000
19/02/2021;570;B;SHP;7,56360000;7,56990000;1,40280000;1,40380000
19/02/2021;575;A;SYP;0,00428300;0,00429300;1256,00000000;1259,00000000
19/02/2021;585;A;SZL;0,36770000;0,36800000;14,65200000;14,66400000
19/02/2021;603;A;LSL;0,36760000;0,36810000;14,64880000;14,66880000
19/02/2021;608;A;TMT;1,54050000;1,54510000;3,49000000;3,50000000
19/02/2021;622;A;MZN;0,07189000;0,07262000;74,25000000;75,00000000
19/02/2021;625;A;ERN;0,35590000;0,35950000;15,00000000;15,15000000
19/02/2021;630;A;NGN;0,01413000;0,01417000;380,60000000;381,60000000
19/02/2021;635;A;AOA;0,00820100;0,00832900;647,45500000;657,45500000
19/02/2021;640;A;TWD;0,19320000;0,19320000;27,90600000;27,91400000
19/02/2021;642;A;TRY;0,77410000;0,77490000;6,95860000;6,96570000
19/02/2021;660;A;PEN;1,47540000;1,47620000;3,65280000;3,65440000
19/02/2021;665;A;BTN;0,07434000;0,07440000;72,47500000;72,52500000
19/02/2021;670;A;MRO;0,01502000;0,01515000;356,00000000;359,00000000
19/02/2021;671;A;MRU;0,14880000;0,15060000;35,80000000;36,23000000
19/02/2021;680;B;TOP;2,27750000;2,42330000;0,42240000;0,44940000
19/02/2021;685;A;MOP;0,67450000;0,67520000;7,98600000;7,99400000
19/02/2021;706;A;ARS;0,06047000;0,06049000;89,15000000;89,17000000
19/02/2021;715;A;CLP;0,00761200;0,00761600;708,00000000;708,30000000
19/02/2021;720;A;COP;0,00151500;0,00151700;3555,69000000;3559,69000000
19/02/2021;725;A;CUP;0,22470000;0,22470000;24,00000000;24,00000000
19/02/2021;730;A;DOP;0,09275000;0,09334000;57,77000000;58,13000000
19/02/2021;735;A;PHP;0,11120000;0,11120000;48,47800000;48,49800000
19/02/2021;741;A;MXN;0,26380000;0,26390000;20,43730000;20,43850000
19/02/2021;745;A;UYU;0,12570000;0,12610000;42,77000000;42,90000000
19/02/2021;755;B;BWP;0,49440000;0,49990000;0,09170000;0,09270000
19/02/2021;760;A;MWK;0,00682900;0,00700700;769,60000000;789,60000000
19/02/2021;766;A;ZMW;0,24870000;0,24930000;21,62870000;21,67870000
19/02/2021;770;A;GTQ;0,69710000;0,70120000;7,69000000;7,73500000
19/02/2021;775;A;MMK;0,00379700;0,00385200;1400,00000000;1420,00000000
19/02/2021;778;B;PGK;1,49620000;1,53680000;0,27750000;0,28500000
19/02/2021;779;A;HRK;0,86270000;0,86350000;6,24500000;6,25000000
19/02/2021;780;A;LAK;0,00057560;0,00057720;9343,00000000;9367,00000000
19/02/2021;785;A;ZAR;0,36760000;0,36800000;14,65390000;14,66560000
19/02/2021;795;A;CNY;0,83470000;0,83530000;6,45550000;6,45980000
19/02/2021;796;A;CNH;0,83500000;0,83510000;6,45710000;6,45720000
19/02/2021;800;A;QAR;1,47000000;1,47410000;3,65800000;3,66800000
19/02/2021;805;A;OMR;14,00470000;14,00620000;0,38500000;0,38500000
19/02/2021;810;A;YER;0,02093000;0,02177000;247,65000000;257,65000000
19/02/2021;815;A;IRR;0,00012840;0,00012840;42000,00000000;42000,00000000
19/02/2021;820;A;SAR;1,43750000;1,43770000;3,75070000;3,75090000
19/02/2021;825;A;KHR;0,00132200;0,00132900;4058,00000000;4078,00000000
19/02/2021;828;A;MYR;1,33360000;1,33540000;4,03800000;4,04300000
19/02/2021;830;A;RUB;0,07281000;0,07284000;74,03200000;74,05140000
19/02/2021;831;A;BYN;2,07780000;2,08600000;2,58500000;2,59500000
19/02/2021;835;A;TJS;0,46890000;0,47760000;11,29000000;11,50000000
19/02/2021;840;A;MUR;0,13510000;0,13620000;39,60000000;39,90000000
19/02/2021;845;A;NPR;0,04638000;0,04639000;116,24000000;116,26000000
19/02/2021;850;A;SCR;0,25080000;0,25790000;20,91000000;21,50000000
19/02/2021;855;A;LKR;0,02751000;0,02765000;195,00000000;196,00000000
19/02/2021;860;A;INR;0,07434000;0,07436000;72,51900000;72,52700000
19/02/2021;865;A;IDR;0,00038320;0,00038350;14060,00000000;14070,00000000
19/02/2021;870;A;MVR;0,34790000;0,34970000;15,42000000;15,50000000
19/02/2021;875;A;PKR;0,03384000;0,03399000;158,65000000;159,35000000
19/02/2021;880;A;ILS;1,64860000;1,65030000;3,26750000;3,27050000
19/02/2021;892;A;KGS;0,06367000;0,06371000;84,63500000;84,68930000
19/02/2021;893;A;UZS;0,00051170;0,00051220;10527,27000000;10537,27000000
19/02/2021;905;A;BDT;0,06352000;0,06386000;84,44000000;84,89000000
19/02/2021;912;B;WST;2,09150000;2,21030000;0,38790000;0,40990000
19/02/2021;913;A;KZT;0,01291000;0,01292000;417,27000000;417,61000000
19/02/2021;915;A;MNT;0,00187200;0,00191200;2820,00000000;2880,00000000
19/02/2021;920;A;VUV;0,04814000;0,05087000;106,00000000;112,00000000
19/02/2021;930;A;KRW;0,00487500;0,00488100;1104,88000000;1105,94000000
19/02/2021;946;A;TZS;0,00232000;0,00233000;2314,00000000;2324,00000000
19/02/2021;950;A;KES;0,04915000;0,04925000;109,50000000;109,70000000
19/02/2021;955;A;UGX;0,00146700;0,00147100;3665,00000000;3675,00000000
19/02/2021;960;A;SOS;0,00926400;0,00937800;575,00000000;582,00000000
19/02/2021;975;A;PLN;1,45820000;1,45910000;3,69560000;3,69750000
19/02/2021;978;B;EUR;6,53860000;6,54150000;1,21270000;1,21310000
19/02/2021;998;A;XAU;309,34020000;309,37460000;0,01743000;0,01743000
